date,geography_name,geography_code,school_type_group,Institution,subject_area,Subject,Number at grade A*.,Number at grade A.,Number at grade B.,Number at grade C.,Number at grade D.,Number at grade E.,Number at grade U.,q_grade_achieved,Total number of students,astar_a_grade_achieved,astar_b_grade_achieved,astar_c_grade_achieved,astar_d_grade_achieved,astar_e_grade_achieved,Percent achieving grade A*,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,Percent achieving grade A* - A,Percent achieving grade A* - B,Percent achieving grade A* - C,Percent achieving grade A* - D,Percent achieving grade A* - E
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Sociology,Total Sociology,4,12,18,23,7,2,0,0,66,16,34,57,64,66,6.06061,18.18182,27.27273,34.84848,10.60606,3.0303,24.24242,51.51515,86.36364,96.9697,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Economics,Total Economics,4,9,16,13,6,1,0,0,49,13,29,42,48,49,8.16327,18.36735,32.65306,26.53061,12.2449,2.04082,26.53061,59.18367,85.71429,97.95918,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Food Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Electronics,0,1,1,1,1,0,0,0,4,1,2,3,4,4,0,25,25,25,25,0,25,50,75,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,0,5,5,8,1,2,0,0,21,5,10,18,19,21,0,23.80952,23.80952,38.09524,4.7619,9.52381,23.80952,47.61905,85.71429,90.47619,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Arabic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Textiles,2,4,6,0,0,0,1,0,13,6,12,12,12,12,15.38462,30.76923,46.15385,0,0,0,46.15385,92.30769,92.30769,92.30769,92.30769
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,3d Studies,2,2,12,2,1,0,0,0,19,4,16,18,19,19,10.52632,10.52632,63.15789,10.52632,5.26316,0,21.05263,84.21053,94.73684,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Graphics,0,0,4,1,0,0,0,0,5,0,4,5,5,5,0,0,80,20,0,0,0,80,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Polish,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Home Economics,Home Economics (Food),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Total Art & Design,15,29,49,27,6,1,1,0,128,44,93,120,126,127,11.71875,22.65625,38.28125,21.09375,4.6875,0.78125,34.375,72.65625,93.75,98.4375,99.21875
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Photography,1,11,16,11,3,1,0,0,43,12,28,39,42,43,2.32558,25.5814,37.2093,25.5814,6.97674,2.32558,27.90698,65.11628,90.69767,97.67442,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Art and design,10,11,14,11,5,0,0,0,51,21,35,46,51,51,19.60784,21.56863,27.45098,21.56863,9.80392,0,41.17647,68.62745,90.19608,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Citizenship studies,Total Citizenship studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Chinese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Total Arts,3,11,19,23,7,0,0,0,63,14,33,56,63,63,4.7619,17.46032,30.15873,36.50794,11.11111,0,22.22222,52.38095,88.88889,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Law,Total Law,0,0,2,2,0,0,0,0,4,0,2,4,4,4,0,0,50,50,0,0,0,50,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Total Other Sciences,0,1,1,1,1,0,0,0,4,1,2,3,4,4,0,25,25,25,25,0,25,50,75,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths - Further,Total Further Mathematics,4,12,1,1,0,0,0,0,18,16,17,18,18,18,22.22222,66.66667,5.55556,5.55556,0,0,88.88889,94.44444,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Systems & Control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Total Classical studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,Design & Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,Total Modern languages including Other,6,14,6,7,2,1,0,0,36,20,26,33,35,36,16.66667,38.88889,16.66667,19.44444,5.55556,2.77778,55.55556,72.22222,91.66667,97.22222,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Critical Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Classical Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Physical Education,Total Physical Education,1,5,7,6,5,3,0,0,27,6,13,19,24,27,3.7037,18.51852,25.92593,22.22222,18.51852,11.11111,22.22222,48.14815,70.37037,88.88889,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Arts,Drama & Theatre Studies,1,3,5,5,2,0,0,0,16,4,9,14,16,16,6.25,18.75,31.25,31.25,12.5,0,25,56.25,87.5,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Geography,Total Geography,5,11,25,18,10,1,0,0,70,16,41,59,69,70,7.14286,15.71429,35.71429,25.71429,14.28571,1.42857,22.85714,58.57143,84.28571,98.57143,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Art & Design,Fine Art,1,6,6,5,1,0,0,0,19,7,13,18,19,19,5.26316,31.57895,31.57895,26.31579,5.26316,0,36.84211,68.42105,94.73684,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Total Other Modern Languages,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Government and politics,Total Government and Politics,2,3,9,7,2,0,0,0,23,5,14,21,23,23,8.69565,13.04348,39.13043,30.43478,8.69565,0,21.73913,60.86957,91.30435,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,French,4,7,7,5,1,1,0,0,25,11,18,23,24,25,16,28,28,20,4,4,44,72,92,96,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Home Economics,Total Home Economics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Geology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Gujarati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Bengali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science -Chemistry,Total Chemistry,13,39,46,36,14,6,0,0,154,52,98,134,148,154,8.44156,25.32468,29.87013,23.37662,9.09091,3.8961,33.76623,63.63636,87.01299,96.1039,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Total Maths,35,58,33,51,23,7,0,0,207,93,126,177,200,207,16.90821,28.01932,15.94203,24.63768,11.11111,3.38164,44.92754,60.86957,85.50725,96.61836,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages,German,4,5,1,1,0,0,0,0,11,9,10,11,11,11,36.36364,45.45455,9.09091,9.09091,0,0,81.81818,90.90909,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science -Biology,Total Biology,17,35,46,41,26,6,1,0,172,52,98,139,165,171,9.88372,20.34884,26.74419,23.83721,15.11628,3.48837,30.23256,56.97674,80.81395,95.93023,99.4186
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Maths,Maths,35,58,33,51,23,7,0,0,207,93,126,177,200,207,16.90821,28.01932,15.94203,24.63768,11.11111,3.38164,44.92754,60.86957,85.50725,96.61836,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,English literature,10,19,28,24,5,1,0,0,87,29,57,81,86,87,11.49425,21.83908,32.18391,27.58621,5.74713,1.14943,33.33333,65.51724,93.10345,98.85057,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Geography,Geography,5,11,25,18,10,1,0,0,70,16,41,59,69,70,7.14286,15.71429,35.71429,25.71429,14.28571,1.42857,22.85714,58.57143,84.28571,98.57143,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,General studies,Critical Thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Logic/Philosophy,Total Logic/ Philosophy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Business Studies,Total Business Studies,3,19,32,34,12,1,0,0,101,22,54,88,100,101,2.9703,18.81188,31.68317,33.66337,11.88119,0.9901,21.78218,53.46535,87.12871,99.0099,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Science - other,Environmental Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Music,Total Music,0,3,2,2,0,0,0,0,7,3,5,7,7,7,0,42.85714,28.57143,28.57143,0,0,42.85714,71.42857,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Humanities,Total Humanities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,History,Total History,4,18,32,22,7,1,0,0,84,22,54,76,83,84,4.7619,21.42857,38.09524,26.19048,8.33333,1.19048,26.19048,64.28571,90.47619,98.80952,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,General studies,General Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Modern languages - other,Irish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,ICT,Total ICT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Accounting and Finance,Total Accounting and finance,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,100,0,0,0,0,100,100,100,100
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Classical studies,Classical Civilisation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Design and technology,D&T Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,English,English language & literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Music,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Music,Music Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Classical studies,Classics (General),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Mathematics (Pure),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Turkish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Geography,Geography (World Development),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Arts,Media/Film/Tv Studies,0,3,11,5,3,1,0,0,23,3,14,19,22,23,0,13.04348,47.82609,21.73913,13.04348,4.34783,13.04348,60.86957,82.6087,95.65217,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Arts,Communication Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,All subjects,Total subjects,73,113,187,157,73,24,2,0,629,186,373,530,603,627,11.60572,17.96502,29.72973,24.96025,11.60572,3.81558,29.57075,59.30048,84.26073,95.86645,99.68203
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Urdu,1,3,2,2,0,0,0,0,8,4,6,8,8,8,12.5,37.5,25,25,0,0,50,75,100,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Persian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,All facilitating subjects,Total facilitating subjects,44,62,106,104,86,31,2,0,435,106,212,316,402,433,10.11494,14.25287,24.36782,23.90805,19.77011,7.12644,24.36782,48.73563,72.64368,92.41379,99.54023
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages,Spanish,0,1,1,0,0,0,0,0,2,1,2,2,2,2,0,50,50,0,0,0,50,100,100,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Modern Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Mathematics (Statistics),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Punjabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,All STEM subjects,Total STEM subjects,32,44,60,56,63,30,1,0,286,76,136,192,255,285,11.18881,15.38462,20.97902,19.58042,22.02797,10.48951,26.57343,47.55245,67.13287,89.16084,99.65035
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Physical Education,Physical Education/Sports Studies,1,1,5,3,2,0,0,0,12,2,7,10,12,12,8.33333,8.33333,41.66667,25,16.66667,0,16.66667,58.33333,83.33333,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Modern Hebrew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Classical studies,Other Classical Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,English,Total English,4,14,47,54,23,4,1,0,147,18,65,119,142,146,2.72109,9.52381,31.97279,36.73469,15.64626,2.72109,12.2449,44.21769,80.95238,96.59864,99.31973
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Physical Education,Dance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Science -Physics,Total Physics,3,13,11,14,13,6,2,0,62,16,27,41,54,60,4.83871,20.96774,17.74194,22.58065,20.96774,9.67742,25.80645,43.54839,66.12903,87.09677,96.77419
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Psychology,Total Psychology,13,19,52,45,40,17,2,0,188,32,84,129,169,186,6.91489,10.10638,27.65957,23.93617,21.2766,9.04255,17.02128,44.68085,68.61702,89.89362,98.93617
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Classical studies,Ancient History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,General studies,Total General studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Computer Science,Total Computer Science,5,6,8,6,6,4,0,0,35,11,19,25,31,35,14.28571,17.14286,22.85714,17.14286,17.14286,11.42857,31.42857,54.28571,71.42857,88.57143,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,Total D&T,1,6,5,11,3,1,0,0,27,7,12,23,26,27,3.7037,22.22222,18.51852,40.74074,11.11111,3.7037,25.92593,44.44444,85.18519,96.2963,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Classical studies,Latin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Arts,Film Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Arts,Creative Writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Italian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Portuguese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Religious Studies,Total Religious Studies,2,3,6,6,4,0,1,0,22,5,11,17,21,21,9.09091,13.63636,27.27273,27.27273,18.18182,0,22.72727,50,77.27273,95.45455,95.45455
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,English,English language,1,9,30,31,11,1,0,0,83,10,40,71,82,83,1.20482,10.84337,36.14458,37.3494,13.25301,1.20482,12.04819,48.19277,85.54217,98.79518,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Sociology,Total Sociology,6,11,30,32,15,3,0,0,97,17,47,79,94,97,6.18557,11.34021,30.92784,32.98969,15.46392,3.09278,17.52577,48.45361,81.4433,96.90722,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Economics,Total Economics,6,9,15,18,12,1,0,0,61,15,30,48,60,61,9.83607,14.7541,24.59016,29.5082,19.67213,1.63934,24.59016,49.18033,78.68852,98.36066,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Russian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,D&T Food Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Use of mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Anthropology,Total Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Science - other,Electronics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,D&T Textiles Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Maths,Additional Mathematics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Design and technology,D&T Product Design,1,6,5,11,3,1,0,0,27,7,12,23,26,27,3.7037,22.22222,18.51852,40.74074,11.11111,3.7037,25.92593,44.44444,85.18519,96.2963,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Arabic,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,100,0,0,0,0,100,100,100,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,Textiles,0,4,5,12,1,0,0,0,22,4,9,21,22,22,0,18.18182,22.72727,54.54545,4.54545,0,18.18182,40.90909,95.45455,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,3d Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,History of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,Graphics,1,0,4,4,3,1,0,0,13,1,5,9,12,13,7.69231,0,30.76923,30.76923,23.07692,7.69231,7.69231,38.46154,69.23077,92.30769,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Archaeology,Total Archaeology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Modern languages - other,Polish,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,100,0,0,0,0,100,100,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Home Economics,Home Economics (Food),0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,Total Art & Design,7,15,32,31,6,2,0,0,93,22,54,85,91,93,7.52688,16.12903,34.4086,33.33333,6.45161,2.15054,23.65591,58.06452,91.39785,97.84946,100
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Art & Design,Photography,2,2,7,12,7,1,0,0,31,4,11,23,30,31,6.45161,6.45161,22.58065,38.70968,22.58065,3.22581,12.90323,35.48387,74.19355,96.77419,100
