date,geography_code,geography_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,appren,appl4,appl3,appl2,all_work,all_notsust,all_unknown
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,73,59,33,17,16,NA,NA,NA,0,6,0,1,5,20,12,2
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,848,711,430,336,94,NA,NA,NA,0,36,0,23,13,245,86,51
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,848,83.8,50.7,39.6,11.1,NA,NA,NA,0,4.2,0,2.7,1.5,28.9,10.1,6
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,1937,1643,1050,782,267,NA,NA,NA,1,70,0,34,36,523,196,98
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,1937,84.8,54.2,40.4,13.8,NA,NA,NA,0.1,3.6,0,1.8,1.9,27,10.1,5.1
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1089,85.6,56.9,41,15.9,NA,NA,NA,0.1,3.1,0,1,2.1,25.5,10.1,4.3
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,73,80.8,45.2,23.3,21.9,NA,NA,NA,0,8.2,0,1.4,6.8,27.4,16.4,2.7
2010/11,E06000014,York,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,1864,1584,1017,765,251,NA,NA,NA,1,64,0,33,31,503,184,96
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,412,345,233,134,98,NA,NA,NA,1,9,0,4,5,103,54,13
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,674,82.2,55,32.6,22.3,NA,NA,NA,0.1,3.7,0,2.7,1,23.4,13.1,4.7
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,64,53,38,18,20,NA,NA,NA,0,2,0,0,2,13,10,1
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,791,637,453,269,182,NA,NA,NA,2,26,0,19,7,158,121,33
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,443,345,258,153,104,NA,NA,NA,1,19,0,15,4,68,77,21
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,674,554,371,220,150,NA,NA,NA,1,25,0,18,7,158,88,32
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,855,690,491,287,202,NA,NA,NA,2,28,0,19,9,171,131,34
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,412,83.7,56.6,32.5,23.8,NA,NA,NA,0.2,2.2,0,1,1.2,25,13.1,3.2
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,181,75.1,66.3,37,28.7,NA,NA,NA,0.6,1.7,0,0.6,1.1,7.2,23.8,1.1
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Percentage,791,80.5,57.3,34,23,NA,NA,NA,0.3,3.3,0,2.4,0.9,20,15.3,4.2
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Percentage,64,82.8,59.4,28.1,31.3,NA,NA,NA,0,3.1,0,0,3.1,20.3,15.6,1.6
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,443,77.9,58.2,34.5,23.5,NA,NA,NA,0.2,4.3,0,3.4,0.9,15.3,17.4,4.7
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,855,80.7,57.4,33.6,23.6,NA,NA,NA,0.2,3.3,0,2.2,1.1,20,15.3,4
2010/11,E08000032,Bradford,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,181,136,120,67,52,NA,NA,NA,1,3,0,1,2,13,43,2
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,342,292,258,214,24,NA,NA,NA,20,4,0,1,3,30,43,7
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1114,975,814,687,84,NA,NA,NA,43,17,0,6,11,144,108,31
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,912,814,630,537,57,NA,NA,NA,36,32,0,16,16,152,79,19
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Number of pupils,1830,1626,1309,1114,125,NA,NA,NA,70,48,0,22,26,269,161,43
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2026,1789,1444,1224,141,NA,NA,NA,79,49,0,22,27,296,187,50
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,1684,1497,1186,1010,117,NA,NA,NA,59,45,0,21,24,266,144,43
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Percentage,1830,88.9,71.5,60.9,6.8,NA,NA,NA,3.8,2.6,0,1.2,1.4,14.7,8.8,2.3
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,912,89.3,69.1,58.9,6.3,NA,NA,NA,3.9,3.5,0,1.8,1.8,16.7,8.7,2.1
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,1684,88.9,70.4,60,6.9,NA,NA,NA,3.5,2.7,0,1.2,1.4,15.8,8.6,2.6
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1114,87.5,73.1,61.7,7.5,NA,NA,NA,3.9,1.5,0,0.5,1,12.9,9.7,2.8
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,342,85.4,75.4,62.6,7,NA,NA,NA,5.8,1.2,0,0.3,0.9,8.8,12.6,2
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,2026,88.3,71.3,60.4,7,NA,NA,NA,3.9,2.4,0,1.1,1.3,14.6,9.2,2.5
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Number of pupils,196,163,135,110,16,NA,NA,NA,9,1,0,0,1,27,26,7
2010/11,E08000032,Bradford,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Percentage,196,83.2,68.9,56.1,8.2,NA,NA,NA,4.6,0.5,0,0,0.5,13.8,13.3,3.6
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,2358,2051,1557,1230,267,NA,NA,NA,60,70,0,39,31,424,232,75
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,1355,1159,888,690,161,NA,NA,NA,37,51,0,31,20,220,156,40
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1526,86.5,68.6,53.8,11.9,NA,NA,NA,2.9,1.7,0,0.7,1,16.2,10.6,2.9
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1526,1320,1047,821,182,NA,NA,NA,44,26,0,10,16,247,162,44
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,523,428,378,281,76,NA,NA,NA,21,7,0,2,5,43,86,9
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,2881,86,67.2,52.4,11.9,NA,NA,NA,2.8,2.7,0,1.4,1.2,16.2,11,2.9
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2881,2479,1935,1511,343,NA,NA,NA,81,77,0,41,36,467,318,84
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,1355,85.5,65.5,50.9,11.9,NA,NA,NA,2.7,3.8,0,2.3,1.5,16.2,11.5,3
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,523,81.8,72.3,53.7,14.5,NA,NA,NA,4,1.3,0,0.4,1,8.2,16.4,1.7
2010/11,E08000032,Bradford,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,2358,87,66,52.2,11.3,NA,NA,NA,2.5,3,0,1.7,1.3,18,9.8,3.2
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Percentage,177,80.8,36.7,29.4,7.3,NA,NA,NA,0,6.8,0,3.4,3.4,37.3,15.3,4
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,89,69,23,21,2,NA,NA,NA,0,8,0,4,4,38,18,2
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,104,84,46,35,11,NA,NA,NA,0,5,0,3,2,33,15,5
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,16,10,4,4,0,NA,NA,NA,0,1,0,1,0,5,6,0
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,177,143,65,52,13,NA,NA,NA,0,12,0,6,6,66,27,7
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,23,18,13,11,2,NA,NA,NA,0,0,0,0,0,5,4,1
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,193,153,69,56,13,NA,NA,NA,0,13,0,7,6,71,33,7
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,170,135,56,45,11,NA,NA,NA,0,13,0,7,6,66,29,6
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,89,77.5,25.8,23.6,2.2,NA,NA,NA,0,9,0,4.5,4.5,42.7,20.2,2.2
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Percentage,16,62.5,25,25,0,NA,NA,NA,0,6.3,0,6.3,0,31.3,37.5,0
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,104,80.8,44.2,33.7,10.6,NA,NA,NA,0,4.8,0,2.9,1.9,31.7,14.4,4.8
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,23,78.3,56.5,47.8,8.7,NA,NA,NA,0,0,0,0,0,21.7,17.4,4.3
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,193,79.3,35.8,29,6.7,NA,NA,NA,0,6.7,0,3.6,3.1,36.8,17.1,3.6
2010/11,E08000033,Calderdale,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,170,79.4,32.9,26.5,6.5,NA,NA,NA,0,7.6,0,4.1,3.5,38.8,17.1,3.5
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,454,410,315,268,22,NA,NA,NA,25,19,0,14,5,76,36,8
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,512,457,346,295,44,NA,NA,NA,7,13,0,4,9,98,38,17
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,81,85.2,67.9,58,7.4,NA,NA,NA,2.5,3.7,0,3.7,0,13.6,14.8,0
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,885,798,606,516,60,NA,NA,NA,30,29,0,15,14,163,62,25
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Number of pupils,896,805,612,534,53,NA,NA,NA,25,30,0,16,14,163,68,23
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,885,90.2,68.5,58.3,6.8,NA,NA,NA,3.4,3.3,0,1.7,1.6,18.4,7,2.8
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Number of pupils,70,62,49,29,13,NA,NA,NA,7,2,0,2,0,11,6,2
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Female,Percentage,512,89.3,67.6,57.6,8.6,NA,NA,NA,1.4,2.5,0,0.8,1.8,19.1,7.4,3.3
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,81,69,55,47,6,NA,NA,NA,2,3,0,3,0,11,12,0
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Percentage,966,89.8,68.4,58.3,6.8,NA,NA,NA,3.3,3.3,0,1.9,1.4,18,7.7,2.6
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,Identified SEN,Percentage,70,88.6,70,41.4,18.6,NA,NA,NA,10,2.9,0,2.9,0,15.7,8.6,2.9
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,966,867,661,563,66,NA,NA,NA,32,32,0,18,14,174,74,25
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,Gender,Male,Percentage,454,90.3,69.4,59,4.8,NA,NA,NA,5.5,4.2,0,3.1,1.1,16.7,7.9,1.8
2010/11,E08000033,Calderdale,State-funded mainstream schools,Total,Level 3,Level 3 approved,SEN Provision,No identified SEN,Percentage,896,89.8,68.3,59.6,5.9,NA,NA,NA,2.8,3.3,0,1.8,1.6,18.2,7.6,2.6
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,1055,933,662,561,71,NA,NA,NA,30,42,0,22,20,229,91,31
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,543,88.2,62.2,53.2,4.4,NA,NA,NA,4.6,5,0,3.3,1.7,21,9.9,1.8
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,1159,1020,730,619,79,NA,NA,NA,32,45,0,25,20,245,107,32
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,104,87,68,58,8,NA,NA,NA,2,3,0,3,0,16,16,1
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,543,479,338,289,24,NA,NA,NA,25,27,0,18,9,114,54,10
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,616,87.8,63.6,53.6,8.9,NA,NA,NA,1.1,2.9,0,1.1,1.8,21.3,8.6,3.6
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,616,541,392,330,55,NA,NA,NA,7,18,0,7,11,131,53,22
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,1159,88,63,53.4,6.8,NA,NA,NA,2.8,3.9,0,2.2,1.7,21.1,9.2,2.8
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,104,83.7,65.4,55.8,7.7,NA,NA,NA,1.9,2.9,0,2.9,0,15.4,15.4,1
2010/11,E08000033,Calderdale,State-funded mainstream schools & colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,1055,88.4,62.7,53.2,6.7,NA,NA,NA,2.8,4,0,2.1,1.9,21.7,8.6,2.9
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Number of pupils,1322,1137,777,690,76,NA,NA,NA,11,52,0,16,36,308,143,42
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Percentage,263,85.6,57.4,50.2,6.8,NA,NA,NA,0.4,6.1,0,2.7,3.4,22.1,12.2,2.3
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Number of pupils,2093,1792,1237,1101,119,NA,NA,NA,17,97,0,48,49,458,229,72
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,Identified LLDD,Number of pupils,263,225,151,132,18,NA,NA,NA,1,16,0,7,9,58,32,6
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,2356,2017,1388,1233,137,NA,NA,NA,18,113,0,55,58,516,261,78
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Number of pupils,190,146,111,98,13,NA,NA,NA,0,8,0,4,4,27,36,8
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Female,Percentage,1322,86,58.8,52.2,5.7,NA,NA,NA,0.8,3.9,0,1.2,2.7,23.3,10.8,3.2
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Number of pupils,1034,880,611,543,61,NA,NA,NA,7,61,0,39,22,208,118,36
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Gender,Male,Percentage,1034,85.1,59.1,52.5,5.9,NA,NA,NA,0.7,5.9,0,3.8,2.1,20.1,11.4,3.5
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,2166,1871,1277,1135,124,NA,NA,NA,18,105,0,51,54,489,225,70
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM eligible,Percentage,190,76.8,58.4,51.6,6.8,NA,NA,NA,0,4.2,0,2.1,2.1,14.2,18.9,4.2
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,Total,Total,Percentage,2356,85.6,58.9,52.3,5.8,NA,NA,NA,0.8,4.8,0,2.3,2.5,21.9,11.1,3.3
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,LLDD Provision,No identified LLDD,Percentage,2093,85.6,59.1,52.6,5.7,NA,NA,NA,0.8,4.6,0,2.3,2.3,21.9,10.9,3.4
2010/11,E08000034,Kirklees,State-funded mainstream colleges,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Percentage,2166,86.4,59,52.4,5.7,NA,NA,NA,0.8,4.8,0,2.4,2.5,22.6,10.4,3.2
2010/11,E08000034,Kirklees,State-funded mainstream schools,Total,Level 3,Level 3 approved,Total,Total,Number of pupils,742,648,523,473,42,NA,NA,NA,8,19,0,9,10,106,72,22
2010/11,E08000034,Kirklees,State-funded mainstream schools,Total,Level 3,Level 3 approved,FSM Y11 Status,FSM not eligible,Number of pupils,691,605,486,441,38,NA,NA,NA,7,17,0,7,10,102,67,19
