LA,Thing,Count
Hambleton,Literacy,74
Hambleton,Strong Work Ethic,70
Hambleton,Reliability,69
Hambleton,Troubleshooting (Problem Solving),65
Hambleton,Quality Assurance,60
Hambleton,Proactivity,60
Hambleton,Patience,57
Hambleton,Training And Development,57
Hambleton,Positivity,52
Hambleton,Composure,48
Hambleton,Calmness Under Pressure,48
Hambleton,Administrative Functions,48
Hambleton,Physical Fitness,47
Hambleton,Critical Thinking,46
Hambleton,Filing,42
Hambleton,Loading And Unloading,40
Hambleton,Resilience,39
Hambleton,Teamwork,38
Hambleton,Forecasting,37
Hambleton,Writing,36
Hambleton,Microsoft Outlook,36
Hambleton,First Aid,35
Hambleton,Microsoft PowerPoint,34
Hambleton,Telecommuting,32
Hambleton,Teaching,31
Hambleton,Interpersonal Communications,30
Hambleton,Analytical Skills,30
Hambleton,Professionalism,26
Hambleton,Punctuality,26
Hambleton,Honesty,25
Hambleton,Prioritization,25
Hambleton,Decision Making,25
Hambleton,Accountability,24
Hambleton,Intellectual Curiosity,22
Hambleton,Budgeting,20
Hambleton,Motivational Skills,20
Hambleton,Negotiation,19
Hambleton,Ideation,18
Hambleton,Microsoft Word,17
Hambleton,Record Keeping,17
Hambleton,People Management,17
Hambleton,Project Design,17
Hambleton,Quality Control,15
Hambleton,Report Writing,15
Hambleton,Energetic,14
Hambleton,Organizational Skills,14
Hambleton,Fine Motor Skills,14
Hambleton,Sorting,13
Hambleton,Lifting Ability,13
Hambleton,Spreadsheets,13
Hambleton,English Language,12
Hambleton,Persuasive Communication,12
Hambleton,Results Focused,12
Hambleton,Social Media,11
Hambleton,Valid Driver's License,11
Hambleton,Telephone Skills,10
Hambleton,Advising,10
Hambleton,Retail Sales,9
Hambleton,Written English,9
Hambleton,Parent Communication,9
Hambleton,Tenacity,9
Hambleton,Grammar,9
Hambleton,Word Processing,9
Hambleton,Mechanical Aptitude,8
Hambleton,Editing,8
Hambleton,Team Leadership,7
Harrogate,Communications,6239
Harrogate,Customer Service,4243
Harrogate,Management,3438
Harrogate,Sales,3095
Harrogate,Detail Oriented,2186
Harrogate,Self-Motivation,1722
Harrogate,Mathematics,1618
Harrogate,Training And Development,1342
Harrogate,Enthusiasm,1303
Harrogate,Planning,1149
Harrogate,Problem Solving,1140
Harrogate,Writing,1113
Harrogate,Leadership,1079
Harrogate,Operations,1028
Harrogate,Interpersonal Communications,840
Harrogate,Mentorship,802
Harrogate,Presentations,723
Harrogate,English Language,698
Harrogate,Time Management,678
Harrogate,Innovation,647
Harrogate,Microsoft Excel,615
Harrogate,Microsoft Office,584
Harrogate,Willingness To Learn,563
Harrogate,Forecasting,544
Harrogate,Computer Literacy,524
Harrogate,Strong Work Ethic,510
Harrogate,Professionalism,499
Harrogate,Coaching,491
Harrogate,Microsoft Outlook,471
Harrogate,Research,447
Harrogate,Proactivity,444
Harrogate,Energetic,403
Harrogate,Administrative Functions,401
Harrogate,Prioritization,400
Harrogate,Verbal Communication Skills,390
Harrogate,Decision Making,367
Harrogate,Positivity,361
Harrogate,Consulting,361
Harrogate,Teamwork,357
Harrogate,Social Media,348
Harrogate,Teaching,336
Harrogate,Multitasking,334
Harrogate,Compassion,304
Harrogate,Empathy,301
Harrogate,Advising,297
Harrogate,Loading And Unloading,290
Harrogate,Analytical Skills,288
Harrogate,Honesty,287
Harrogate,Ability To Meet Deadlines,282
Harrogate,Accountability,268
Harrogate,Negotiation,267
Harrogate,Influencing Skills,261
Harrogate,Budgeting,260
Harrogate,Troubleshooting (Problem Solving),239
Harrogate,People Management,222
Harrogate,Packaging And Labeling,217
Harrogate,Reservations,212
Harrogate,Literacy,207
Harrogate,Cleanliness,206
Harrogate,Microsoft PowerPoint,203
Harrogate,German Language,198
Harrogate,Motivational Skills,195
Harrogate,Filing,194
Harrogate,Calmness Under Pressure,193
Harrogate,Coordinating,186
Harrogate,Resilience,178
Harrogate,Governance,178
Harrogate,Creativity,172
Harrogate,Progress Reporting,168
Harrogate,Relationship Building,158
Harrogate,Scheduling,157
Harrogate,Collections,153
Harrogate,Record Keeping,151
Harrogate,French Language,151
Harrogate,Quality Assurance,142
Harrogate,Rapport Building,140
Harrogate,Information Technology,134
Harrogate,Written English,127
Harrogate,Composure,119
Harrogate,Collaboration,119
Harrogate,Curiosity,119
Harrogate,Punctuality,119
Harrogate,Relationship Management,118
Harrogate,Quality Control,117
Harrogate,Sorting,115
Harrogate,Investigation,108
Harrogate,Patience,108
Harrogate,Spreadsheets,106
Harrogate,Greeting Customers,98
Harrogate,Microsoft Word,96
Harrogate,Business Administration,94
Harrogate,Report Writing,94
Harrogate,Typing,89
Harrogate,Listening Skills,86
Harrogate,Quick Learning,80
Harrogate,Lifting Ability,76
Harrogate,Confident Communicator,76
Harrogate,Business Acumen,76
Harrogate,Microsoft Windows,76
Harrogate,Social Skills,74
Kirklees,Sales,7821
Kirklees,Communications,7675
Kirklees,Management,7087
Kirklees,Strong Work Ethic,6026
Kirklees,Customer Service,5772
Kirklees,Detail Oriented,2928
Kirklees,Planning,2459
Kirklees,Self-Motivation,2363
Kirklees,Operations,2234
Kirklees,Leadership,1452
Kirklees,Retail Sales,1304
Kirklees,Problem Solving,1282
Kirklees,Mathematics,1238
Kirklees,Enthusiasm,1237
Kirklees,Interpersonal Communications,1107
Kirklees,Research,1095
Kirklees,Microsoft Excel,1073
Kirklees,Microsoft Office,1030
Kirklees,Willingness To Learn,946
Kirklees,Innovation,935
Kirklees,Teaching,920
Kirklees,Computer Literacy,910
Kirklees,Advising,909
Kirklees,Verbal Communication Skills,886
Kirklees,Literacy,879
Kirklees,Time Management,761
Kirklees,Presentations,749
Kirklees,Administrative Functions,722
Kirklees,Mentorship,673
Kirklees,Positivity,664
Kirklees,Training And Development,615
Kirklees,Teamwork,615
Kirklees,Proactivity,581
Kirklees,Influencing Skills,563
Kirklees,Professionalism,542
Kirklees,Coaching,536
Kirklees,Forecasting,535
Kirklees,Writing,499
Kirklees,Microsoft Outlook,469
Kirklees,Budgeting,465
Kirklees,Reliability,454
Kirklees,Multitasking,451
Kirklees,Coordinating,443
Kirklees,Troubleshooting (Problem Solving),434
Kirklees,Consulting,403
Kirklees,Filing,399
Kirklees,Packaging And Labeling,391
Kirklees,Friendliness,385
Kirklees,Negotiation,383
Kirklees,Scheduling,370
Kirklees,Quality Control,368
Kirklees,Quality Assurance,361
Kirklees,Loading And Unloading,353
Kirklees,Microsoft PowerPoint,344
Kirklees,Ability To Meet Deadlines,339
Kirklees,Analytical Skills,319
Kirklees,Prioritization,316
Kirklees,English Language,314
Kirklees,Safety Assurance,290
Kirklees,Resilience,289
Kirklees,Social Media,286
Kirklees,Report Writing,274
Kirklees,Accountability,260
Kirklees,Cleanliness,255
Kirklees,Decision Making,245
Kirklees,Honesty,240
Kirklees,People Management,237
Kirklees,Clerical Works,233
Kirklees,Governance,225
Kirklees,Rapport Building,223
Kirklees,Valid Driver's License,207
Kirklees,Motivational Skills,205
Kirklees,Investigation,203
Kirklees,Intellectual Curiosity,186
Kirklees,Team Management,185
Kirklees,Curiosity,184
Kirklees,Greeting Customers,183
Kirklees,Collections,167
Kirklees,Microsoft Word,162
Kirklees,Spreadsheets,158
Kirklees,Team Leadership,149
Kirklees,Lifting Ability,149
Kirklees,Tenacity,147
Kirklees,Creativity,147
Kirklees,Critical Thinking,144
Kirklees,Typing,144
Kirklees,Patience,142
Kirklees,Energetic,142
Kirklees,Sorting,141
Kirklees,Supervision,139
Kirklees,Written English,135
Kirklees,Relationship Building,120
Kirklees,Relationship Management,120
Kirklees,Confident Communicator,118
Kirklees,Business Administration,117
Kirklees,Listening Skills,116
Kirklees,Tactfulness,112
Kirklees,First Aid,111
Kirklees,Quick Learning,102
Kirklees,Business Acumen,101
Leeds,Writing,342130
Leeds,Confident Communicator,328881
Leeds,Communications,229904
Leeds,Management,108292
Leeds,Customer Service,45375
Leeds,Empathy,41478
Leeds,Planning,40953
Leeds,Interpersonal Communications,38034
Leeds,Operations,37604
Leeds,Leadership,31808
Leeds,Self-Motivation,29482
Leeds,Honesty,28096
Leeds,Sales,27580
Leeds,Professionalism,22587
Leeds,Caring Nature,21959
Leeds,Administrative Functions,20505
Leeds,Detail Oriented,20145
Leeds,Research,19737
Leeds,Innovation,17931
Leeds,Mentorship,15739
Leeds,Enthusiasm,15601
Leeds,Problem Solving,13441
Leeds,Teaching,12760
Leeds,Coaching,11071
Leeds,People Management,9761
Leeds,Microsoft Excel,9576
Leeds,Training And Development,9389
Leeds,Time Management,9327
Leeds,Mathematics,8929
Leeds,Accountability,8535
Leeds,Microsoft Office,7933
Leeds,Strong Work Ethic,7555
Leeds,Teamwork,7460
Leeds,Influencing Skills,7376
Leeds,Filing,7268
Leeds,Coordinating,7106
Leeds,Quality Assurance,6827
Leeds,Presentations,6495
Leeds,Microsoft Outlook,6109
Leeds,Resilience,5834
Leeds,Forecasting,5793
Leeds,Report Writing,5709
Leeds,Team Leadership,5559
Leeds,Verbal Communication Skills,5218
Leeds,Cultural Responsiveness,5126
Leeds,Willingness To Learn,4965
Leeds,Record Keeping,4912
Leeds,Computer Literacy,4880
Leeds,Negotiation,4724
Leeds,Governance,4517
Leeds,Budgeting,4282
Leeds,Investigation,4206
Leeds,Decision Making,3996
Leeds,Advising,3914
Leeds,Prioritization,3749
Leeds,Literacy,3665
Leeds,Scheduling,3614
Leeds,Proactivity,3554
Leeds,Delegation Skills,3481
Leeds,Multitasking,3433
Leeds,Analytical Skills,3423
Leeds,English Language,3321
Leeds,Advocacy,3053
Leeds,Safety Assurance,3017
Leeds,Ability To Meet Deadlines,2988
Leeds,Troubleshooting (Problem Solving),2919
Leeds,Microsoft PowerPoint,2913
Leeds,Cleanliness,2853
Leeds,Compassion,2794
Leeds,First Aid,2599
Leeds,Social Media,2262
Leeds,Clerical Works,2154
Leeds,Positivity,2135
Leeds,Relationship Building,2125
Leeds,Patience,2094
Leeds,Quality Control,2060
Leeds,Relationship Management,2012
Leeds,Consulting,1929
Leeds,Packaging And Labeling,1920
Leeds,Motivational Skills,1865
Leeds,Real Estate,1828
Leeds,Microsoft Word,1762
Leeds,Tenacity,1705
Leeds,Energetic,1676
Leeds,Tactfulness,1601
Leeds,Diplomacy,1598
Leeds,Creativity,1575
Leeds,Calmness Under Pressure,1524
Leeds,Valid Driver's License,1463
Leeds,Team Building,1456
Leeds,Loading And Unloading,1432
Leeds,Team Motivation,1324
Leeds,Composure,1310
Leeds,Rapport Building,1286
Leeds,Progress Reporting,1269
Leeds,Problem Reporting,1171
Leeds,Spreadsheets,1134
Leeds,Smartphone Operation,1130
Leeds,Collections,1071
Leeds,Editing,1065
Richmondshire,Detail Oriented,323
Richmondshire,Communications,261
Richmondshire,Problem Solving,143
Richmondshire,Customer Service,111
Richmondshire,Sales,103
Richmondshire,Training And Development,100
Richmondshire,Presentations,100
Richmondshire,Management,92
Richmondshire,Critical Thinking,90
Richmondshire,Enthusiasm,84
Richmondshire,Professionalism,80
Richmondshire,Mathematics,76
Richmondshire,Microsoft Office,71
Richmondshire,Cleanliness,69
Richmondshire,Self-Motivation,63
Richmondshire,Verbal Communication Skills,62
Richmondshire,Microsoft Excel,56
Richmondshire,Ability To Meet Deadlines,54
Richmondshire,Leadership,52
Richmondshire,Willingness To Learn,51
Richmondshire,Interpersonal Communications,49
Richmondshire,Administrative Functions,48
Richmondshire,Research,35
Richmondshire,Microsoft Outlook,35
Richmondshire,Filing,34
Richmondshire,Prioritization,30
Richmondshire,Time Management,29
Richmondshire,Innovation,29
Richmondshire,Planning,28
Richmondshire,Writing,27
Richmondshire,Typing,26
Richmondshire,Microsoft Word,22
Richmondshire,Reliability,20
Richmondshire,Punctuality,19
Richmondshire,Analytical Skills,18
Richmondshire,Operations,17
Richmondshire,Multitasking,17
Richmondshire,Packaging And Labeling,16
Richmondshire,Teamwork,15
Richmondshire,Honesty,15
Richmondshire,Loading And Unloading,15
Richmondshire,Mentorship,14
Richmondshire,Social Media,13
Richmondshire,Spreadsheets,13
Richmondshire,Written English,12
Richmondshire,Troubleshooting (Problem Solving),11
Richmondshire,Scheduling,11
Richmondshire,Quality Control,10
Richmondshire,Computer Literacy,10
Richmondshire,Patience,10
Richmondshire,Business Administration,10
Richmondshire,Safety Assurance,10
Richmondshire,Literacy,9
Richmondshire,Grammar,9
Richmondshire,Goal Setting,8
Richmondshire,Calmness Under Pressure,8
Richmondshire,English Language,8
Richmondshire,Influencing Skills,8
Richmondshire,Creativity,8
Richmondshire,Proactivity,7
Richmondshire,Taking Messages,7
Richmondshire,Composure,7
Richmondshire,Microsoft PowerPoint,7
Richmondshire,Telephone Skills,7
Richmondshire,Stress Management,6
Richmondshire,Microsoft Windows,6
Richmondshire,Information Organization,6
Richmondshire,Coordinating,6
Richmondshire,Physical Fitness,5
Richmondshire,Adaptability,5
Richmondshire,Record Keeping,5
Richmondshire,Forecasting,5
Richmondshire,Clerical Works,5
Richmondshire,People Management,4
Richmondshire,Strong Work Ethic,4
Richmondshire,Data Compilation,4
Richmondshire,Negotiation,4
Richmondshire,Information Technology,4
Richmondshire,Curiosity,4
Richmondshire,Team Motivation,4
Richmondshire,Relationship Management,4
Richmondshire,Coaching,4
Richmondshire,Security Policies,4
Richmondshire,Sorting,4
Richmondshire,Tactfulness,3
Richmondshire,Empathy,3
Richmondshire,Organizational Skills,3
Richmondshire,Lifting Ability,2
Richmondshire,Diplomacy,2
Richmondshire,Positivity,2
Richmondshire,Accountability,2
Richmondshire,Energetic,2
Richmondshire,Teaching,2
Richmondshire,Information Gathering,2
Richmondshire,Decision Making,2
Richmondshire,Advising,2
Richmondshire,Arithmetic,2
Richmondshire,Resilience,1
Richmondshire,Interactive Communications,1
Richmondshire,Editing,1
Ryedale,Communications,893
Ryedale,Management,622
Ryedale,Self-Motivation,387
Ryedale,Detail Oriented,373
Ryedale,Customer Service,265
Ryedale,Problem Solving,263
Ryedale,Operations,256
Ryedale,Leadership,220
Ryedale,Influencing Skills,199
Ryedale,Resilience,199
Ryedale,Planning,184
Ryedale,Mathematics,178
Ryedale,Sales,173
Ryedale,Decision Making,170
Ryedale,Microsoft Excel,157
Ryedale,Forecasting,152
Ryedale,Teamwork,145
Ryedale,Coaching,134
Ryedale,Computer Literacy,126
Ryedale,Enthusiasm,117
Ryedale,Training And Development,110
Ryedale,Mentorship,103
Ryedale,Prioritization,85
Ryedale,Administrative Functions,85
Ryedale,Positivity,81
Ryedale,Packaging And Labeling,77
Ryedale,Professionalism,75
Ryedale,Time Management,72
Ryedale,Microsoft PowerPoint,69
Ryedale,Energetic,67
Ryedale,Willingness To Learn,66
Ryedale,Accountability,64
Ryedale,Microsoft Office,63
Ryedale,Interpersonal Communications,63
Ryedale,Compassion,63
Ryedale,Budgeting,62
Ryedale,Quality Assurance,59
Ryedale,People Management,57
Ryedale,Writing,55
Ryedale,Ability To Meet Deadlines,55
Ryedale,Proactivity,55
Ryedale,Microsoft Outlook,53
Ryedale,Investigation,51
Ryedale,Analytical Skills,48
Ryedale,Coordinating,48
Ryedale,Negotiation,47
Ryedale,Sorting,44
Ryedale,Advising,43
Ryedale,Team Management,42
Ryedale,Strategic Thinking,41
Ryedale,Innovation,40
Ryedale,Valid Driver's License,36
Ryedale,Loading And Unloading,36
Ryedale,Organizational Skills,36
Ryedale,Literacy,34
Ryedale,Safety Assurance,34
Ryedale,Filing,33
Ryedale,Tactfulness,33
Ryedale,Presentations,30
Ryedale,Quality Control,29
Ryedale,Cleanliness,28
Ryedale,Verbal Communication Skills,27
Ryedale,Scheduling,26
Ryedale,Microsoft Word,26
Ryedale,Delegation Skills,26
Ryedale,Motivational Skills,26
Ryedale,Multitasking,24
Ryedale,Decisiveness,23
Ryedale,Governance,23
Ryedale,Consulting,21
Ryedale,Strong Work Ethic,20
Ryedale,Calmness Under Pressure,19
Ryedale,Troubleshooting (Problem Solving),19
Ryedale,Resourcefulness,18
Ryedale,Record Keeping,18
Ryedale,Overcoming Obstacles,18
Ryedale,Research,17
Ryedale,Patience,16
Ryedale,Reliability,16
Ryedale,Teaching,15
Ryedale,Business Acumen,15
Ryedale,Assertiveness,15
Ryedale,First Aid,14
Ryedale,Creativity,14
Ryedale,Physical Fitness,14
Ryedale,Mechanical Aptitude,13
Ryedale,English Language,13
Ryedale,Collections,12
Ryedale,Cooperation,12
Ryedale,Confident Communicator,12
Ryedale,Microsoft Windows,12
Ryedale,Adaptability,12
Ryedale,Critical Thinking,11
Ryedale,Data Reporting,11
Ryedale,Lifting Ability,10
Ryedale,Team Motivation,10
Ryedale,Relationship Building,10
Ryedale,Quick Learning,9
Ryedale,Collaboration,9
Ryedale,Swimming,9
Scarborough,Cleanliness,544
Scarborough,Communications,414
Scarborough,Customer Service,395
Scarborough,Mathematics,198
Scarborough,Sales,196
Scarborough,Training And Development,183
Scarborough,Leadership,158
Scarborough,Management,158
Scarborough,Detail Oriented,153
Scarborough,Lifelong Learning,139
Scarborough,Self-Motivation,114
Scarborough,Honesty,90
Scarborough,Enthusiasm,86
Scarborough,Lifting Ability,86
Scarborough,Interpersonal Communications,85
Scarborough,Microsoft Excel,85
Scarborough,Fine Motor Skills,83
Scarborough,Energetic,82
Scarborough,Operations,79
Scarborough,Planning,79
Scarborough,Professionalism,75
Scarborough,Teamwork,73
Scarborough,Problem Solving,69
Scarborough,Microsoft Outlook,66
Scarborough,Microsoft Office,61
Scarborough,Teaching,60
Scarborough,Innovation,60
Scarborough,Mentorship,60
Scarborough,Ability To Meet Deadlines,60
Scarborough,Administrative Functions,58
Scarborough,Time Management,50
Scarborough,Computer Literacy,47
Scarborough,Willingness To Learn,45
Scarborough,Strong Work Ethic,34
Scarborough,Filing,31
Scarborough,Literacy,28
Scarborough,Negotiation,26
Scarborough,Spreadsheets,26
Scarborough,Record Keeping,25
Scarborough,Multitasking,25
Scarborough,Presentations,23
Scarborough,Positivity,23
Scarborough,Resilience,23
Scarborough,Swimming,23
Scarborough,Social Skills,21
Scarborough,French Language,21
Scarborough,Social Media,20
Scarborough,Verbal Communication Skills,19
Scarborough,Patience,19
Scarborough,Goal Setting,18
Scarborough,Mechanical Aptitude,17
Scarborough,First Aid,17
Scarborough,Report Writing,16
Scarborough,Decorating,16
Scarborough,Collections,16
Scarborough,Empathy,16
Scarborough,Prioritization,15
Scarborough,Coordinating,14
Scarborough,Writing,14
Scarborough,Advocacy,13
Scarborough,English Language,13
Scarborough,Persuasive Communication,13
Scarborough,Proactivity,13
Scarborough,People Management,13
Scarborough,Greeting Customers,11
Scarborough,Coaching,11
